Car_Truck,EngDisp,RatedHP,Transmission,Drive,Weight,Comp,AxleRatio,EVSpeedRatio,AC,PRP,FuelType,City_Highway,Valves_Cyl,FuelEcon
car,4.6047751,220,L4,R,2041.164,9.4,2.73,28.8,Y,31,61,city,8,12.3797148947368
car,4.6047751,220,L4,R,2041.164,9.4,2.73,28.8,Y,31,61,city,8,12.3797148947368
truck,3.4904523,265,L6,4,2154.562,10.3,3.39,27.9,Y,31,61,city,6,12.3797148947368
truck,3.4904523,265,L6,4,2154.562,10.3,3.39,27.9,Y,31,61,city,6,12.3797148947368
car,5.9649044,400,S6,R,1644.271,11,2.56,22.1,N,31,61,city,8,12.3797148947368
car,4.5720009,275,L4,F,1927.766,10,3.11,27,N,32,61,city,8,12.3797148947368
truck,3.8837427,240,L4,F,2154.562,9.8,3.29,28.9,N,1,61,city,6,12.3797148947368
car,3.8837427,240,S4,F,1927.766,9.8,3.69,33.3,N,32,61,city,6,12.3797148947368
car,5.7518721,611,S6,R,1927.766,11.2,4.18,38.3,Y,33,61,highway,12,12.3797148947368
car,3.605162,480,L5,4,1757.669,9,3.82,35.9,N,1,61,city,6,12.3797148947368
truck,2.5236134,208,L5,F,2267.96,9,2.86,34.8,N,31,23,city,5,12.3797148947368
truck,5.3258075,310,L4,4,2494.756,9.9,3.73,28.4,N,32,38,highway,8,12.445216031746
car,4.8014203,360,S6,R,1927.766,10.5,3.38,31.2,Y,31,61,city,8,12.445216031746
car,4.8014203,360,S6,R,2154.562,10.5,3.38,29.2,Y,31,61,city,8,12.445216031746
car,5.7518721,611,M6,R,1927.766,11.2,4.18,64.7,Y,33,61,highway,12,12.445216031746
truck,3.6707104,300,S5,4,2154.562,11,4.53,30.2,N,1,61,city,6,12.445216031746
truck,4.6703235,260,L5,R,2041.164,10,3.73,31,N,1,23,city,8,12.445216031746
truck,4.6703235,260,L5,R,2041.164,10,3.73,30.9,N,32,23,city,8,12.445216031746
car,4.4081299,311,L6,4,2041.164,10.4,3.33,31,N,31,23,city,8,12.445216031746
truck,3.7034846,210,L4,R,1814.368,9.2,3.73,30.7,Y,31,61,city,6,12.5114139893617
truck,3.7854201,190,M6,4,1927.766,8.7,3.21,32,Y,32,61,city,6,12.5114139893617
car,3.2118716,168,M6,R,1530.873,10,3.46,40.3,Y,1,61,city,6,12.5114139893617
truck,3.5232265,253,L5,4,2041.164,9.9,3.07,30.9,Y,31,61,city,6,12.5114139893617
car,4.588388,300,M5,R,1757.669,10,3.31,28.8,Y,31,61,city,8,12.5114139893617
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.5,Y,31,61,city,6,12.5114139893617
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.5,Y,31,61,city,6,12.5114139893617
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.5,Y,31,61,city,6,12.5114139893617
truck,3.9984524,207,L5,R,1814.368,9.7,3.55,33.8,Y,31,61,city,6,12.5114139893617
truck,3.9984524,207,M5,R,1757.669,9.7,3.55,35.7,Y,31,61,city,6,12.5114139893617
truck,3.9984524,207,L5,R,1814.368,9.7,3.55,33.8,Y,31,61,city,6,12.5114139893617
truck,4.2934202,195,L4,R,2154.562,9.5,3.23,25.7,N,32,61,city,6,12.5114139893617
car,4.8014203,360,M6,R,1927.766,10.5,2.93,34.6,Y,31,61,city,8,12.5114139893617
car,3.8345814,260,M6,F,1814.368,10.5,3.24,34.3,N,31,23,city,6,12.5114139893617
truck,3.7854201,260,L6,4,2154.562,10.4,3.46,30.9,N,1,61,city,6,12.5114139893617
car,4.1950976,400,L6,R,1927.766,11,2.87,25.4,N,31,61,city,8,12.5114139893617
car,4.1950976,400,L6,R,1927.766,11,2.87,25.4,N,31,61,city,8,12.5114139893617
car,4.1950976,400,L6,R,1927.766,9,2.87,26.9,N,31,61,city,8,12.5114139893617
truck,3.9492911,261,M6,4,2154.562,9.7,3.69,32.4,N,31,61,city,6,12.5114139893617
truck,3.9492911,261,M6,4,2154.562,9.7,3.69,32.4,N,31,61,city,6,12.5114139893617
truck,3.9492911,236,L5,R,2381.358,10,3.91,30.3,N,31,61,city,6,12.5114139893617
truck,2.5236134,208,L5,4,2267.96,9,2.86,34.7,N,1,23,city,5,12.5114139893617
truck,3.7034846,210,L4,4,1927.766,9.2,3.73,31.2,Y,31,61,city,6,12.5783199465241
truck,3.7854201,190,M6,R,1927.766,8.7,4.1,40.9,Y,32,61,city,6,12.5783199465241
truck,3.7034846,210,L5,R,2154.562,9.2,3.07,30.4,Y,32,61,city,6,12.5783199465241
truck,3.7034846,215,M6,R,2041.164,9.2,3.55,33.4,Y,31,61,city,6,12.5783199465241
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,city,8,12.5783199465241
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,city,8,12.5783199465241
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,city,8,12.5783199465241
car,3.5723878,252,L5,R,1814.368,10.3,3.42,34.6,N,32,61,city,6,12.5783199465241
car,2.785807,250,M6,F,1757.669,9.5,3.53,33.8,N,32,61,city,6,12.5783199465241
truck,3.8345814,225,L4,4,2041.164,10,4.32,35.6,N,1,23,city,6,12.5783199465241
car,4.1950976,400,L6,R,1927.766,11,2.87,25.4,N,31,61,city,8,12.5783199465241
car,4.1950976,400,L6,R,1927.766,11,2.87,25.4,N,31,61,city,8,12.5783199465241
car,4.1950976,400,L6,R,1927.766,9,2.87,26.9,N,31,61,city,8,12.5783199465241
truck,3.7854201,262,L5,R,2041.164,10.4,3.33,20.4,N,31,61,city,6,12.5783199465241
truck,3.7854201,262,L5,4,2154.562,10.4,3.33,20.4,N,1,61,city,6,12.5783199465241
truck,3.3429684,245,L5,4,2154.562,10.4,3.33,33.4,N,1,61,city,6,12.5783199465241
truck,3.4904523,280,S5,R,2041.164,10.3,3.36,32.2,N,31,61,city,6,12.5783199465241
car,3.605162,415,M6,R,1587.572,12.1,3.44,41.7,N,1,61,city,6,12.5783199465241
truck,3.7854201,190,L4,R,1927.766,8.7,4.1,33.6,Y,31,61,city,6,12.6459453225806
car,5.7027108,330,L5,R,2041.164,9.6,2.82,28.7,Y,32,61,city,8,12.6459453225806
car,4.6047751,234,L4,R,2041.164,9.4,2.73,25,Y,31,61,city,8,12.6459453225806
car,4.6047751,234,L4,R,2041.164,9.4,2.73,25,Y,31,61,city,8,12.6459453225806
car,4.6047751,234,L4,R,2041.164,9.4,2.73,25,Y,31,61,city,8,12.6459453225806
truck,5.3258075,310,L4,R,2267.96,9.9,3.42,27.2,N,32,61,city,8,12.6459453225806
truck,3.4904523,268,L7,4,2381.358,10.5,3.9,33.9,N,31,61,city,6,12.6459453225806
truck,3.4904523,268,L7,4,2381.358,10.5,3.9,33.9,N,31,61,city,6,12.6459453225806
truck,3.9492911,266,L5,R,2154.562,9.7,3.13,30.2,N,31,61,city,6,12.6459453225806
truck,3.9492911,236,L5,R,2381.358,10,3.91,30.2,N,1,23,city,6,12.6459453225806
car,4.588388,300,L5,R,1814.368,10,3.31,30,Y,1,61,city,8,12.7143017837838
truck,2.9824522,148,M5,4,1757.669,9.6,4.1,39.1,Y,31,61,city,6,12.7143017837838
car,3.5723878,255,M6,R,1814.368,10.3,3.23,34.8,N,32,61,city,6,12.7143017837838
car,4.5720009,320,S6,R,1927.766,10.5,2.73,24.3,N,31,61,city,8,12.7143017837838
truck,5.3258075,295,L4,4,2381.358,9.5,3.42,26,N,32,38,highway,8,12.7143017837838
truck,5.3258075,295,L4,4,2494.756,9.5,3.42,27.2,N,32,61,city,8,12.7143017837838
truck,3.4740652,244,L5,4,2154.562,10,4.43,31.7,N,31,61,city,6,12.7143017837838
truck,3.1954845,235,L6,F,2267.96,10.8,4.06,33.4,N,31,23,city,6,12.7143017837838
truck,3.7034846,210,L5,4,2154.562,9.2,3.07,30.4,Y,32,61,city,6,12.78340125
truck,3.7034846,215,M6,4,2154.562,9.2,3.55,32.1,Y,31,61,city,6,12.78340125
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.4,Y,31,61,city,6,12.78340125
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.4,Y,31,61,city,6,12.78340125
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.4,Y,31,61,city,6,12.78340125
truck,2.9824522,148,L5,R,1757.669,9.6,4.1,36.9,Y,31,61,city,6,12.78340125
truck,3.9984524,207,M5,4,1927.766,9.7,3.73,34.2,Y,31,61,city,6,12.78340125
truck,2.9824522,148,L5,R,1757.669,9.6,4.1,36.9,Y,31,61,city,6,12.78340125
truck,3.9984524,207,M5,4,1927.766,9.7,3.73,34.2,Y,31,61,city,6,12.78340125
car,7.0136788,505,M6,R,1587.572,11,3.42,21.9,N,1,61,city,8,12.78340125
truck,4.91613,310,L6,4,2721.552,18.5,3.27,26.8,N,1,9,city,10,12.78340125
truck,3.7854201,190,M6,4,2041.164,8.7,3.21,32,Y,31,61,city,6,12.8532559016393
truck,3.5723878,255,M5,R,2154.562,10.3,3.23,28.8,N,32,61,city,6,12.8532559016393
truck,4.2934202,195,L4,R,2267.96,9.5,3.23,25.7,N,32,61,city,6,12.8532559016393
truck,4.8014203,270,L4,R,2154.562,9.5,3.23,25.7,N,32,61,city,8,12.8532559016393
truck,4.8014203,270,L4,R,2267.96,9.5,3.23,25.7,N,32,61,city,8,12.8532559016393
truck,5.3258075,310,L4,R,2494.756,9.9,3.42,27.2,N,32,61,city,8,12.8532559016393
car,5.4569043,382,L7,R,1814.368,10.7,2.65,28.7,N,31,61,city,8,12.8532559016393
truck,3.9492911,261,L5,R,2041.164,9.7,2.94,28.1,N,31,61,city,6,12.8532559016393
truck,3.9492911,261,L5,R,2041.164,9.7,2.94,28.1,N,31,61,city,6,12.8532559016393
truck,3.9492911,236,M6,4,1927.766,10,3.73,36.4,N,31,61,city,6,12.8532559016393
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,city,8,12.9238781868132
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,city,8,12.9238781868132
car,4.6047751,234,L4,R,2154.562,9.4,3.27,28.8,Y,1,61,city,8,12.9238781868132
truck,4.2934202,195,M5,R,2154.562,9.2,3.23,26.8,N,31,61,city,6,12.9238781868132
truck,5.3258075,295,L4,R,2154.562,9.5,3.23,25.7,N,32,61,city,8,12.9238781868132
truck,3.6543233,245,M5,4,2267.96,10.1,4.56,36.5,N,32,61,city,5,12.9238781868132
truck,2.9169038,190,L4,4,1927.766,10,3.73,31.4,N,32,61,city,4,12.9238781868132
truck,3.6543233,190,L4,4,1927.766,10,3.73,31.4,N,31,61,city,5,12.9238781868132
truck,3.9492911,266,L5,R,2267.96,9.7,3.13,30,N,31,61,city,6,12.9238781868132
truck,3.9492911,261,L5,R,2041.164,9.7,3.13,30,N,31,61,city,6,12.9238781868132
truck,3.4904523,280,S5,4,2154.562,10.3,3.69,35.6,N,31,61,city,6,12.9238781868132
truck,3.7034846,210,L4,R,2041.164,9.2,3.55,29.6,Y,31,61,city,6,12.9952808287293
truck,3.9492911,250,L6,F,2154.562,9.9,2.24,26.8,Y,32,61,city,6,12.9952808287293
truck,5.407743,300,L4,R,2494.756,9.8,3.55,28.3,Y,31,38,highway,8,12.9952808287293
truck,3.6543233,190,L4,4,2041.164,10,3.73,31.4,N,31,61,city,5,12.9952808287293
truck,3.4904523,268,L7,4,2494.756,10.5,3.7,32.1,N,31,61,city,6,12.9952808287293
truck,3.4740652,247,L5,4,2154.562,10,4.53,28.3,N,1,61,city,6,12.9952808287293
truck,3.4740652,247,L5,4,2154.562,10,4.53,28.3,N,31,61,city,6,12.9952808287293
car,4.6047751,412,M5,R,1757.669,9.8,3.55,31,Y,31,61,city,8,12.9952808287293
truck,3.7854201,190,M6,4,1927.766,8.7,3.21,32,Y,31,61,city,6,13.0674768333333
truck,3.7034846,215,M6,4,2267.96,9.2,3.55,33.4,Y,31,61,city,6,13.0674768333333
truck,4.2934202,195,M5,R,2154.562,9.2,3.23,26.8,N,31,61,city,6,13.0674768333333
car,3.2446458,330,M6,R,1587.572,11.5,3.62,41,Y,31,61,city,6,13.0674768333333
car,5.4569043,382,L7,R,1927.766,10.7,2.65,28.7,N,31,61,city,8,13.0674768333333
truck,3.4904523,280,S5,4,2154.562,10.3,3.69,35.4,N,31,61,city,6,13.0674768333333
truck,3.5068394,263,L6,4,2154.562,10.3,3.46,28.3,Y,31,61,city,6,13.0674768333333
truck,3.9492911,239,M6,4,2041.164,10,3.91,34.2,N,1,23,city,6,13.0674768333333
truck,3.9492911,239,M6,4,2041.164,10,3.91,34.2,N,1,23,city,6,13.0674768333333
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.4,Y,1,61,city,6,13.1404794972067
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.4,Y,1,61,city,6,13.1404794972067
truck,4.1950976,200,L4,F,2154.562,9.3,3.54,31.4,Y,1,61,city,6,13.1404794972067
truck,5.3258075,295,L4,R,2154.562,9.5,3.23,25.7,N,32,61,city,8,13.1404794972067
truck,5.3258075,295,L4,4,2494.756,9.5,3.42,26,N,32,38,highway,8,13.1404794972067
truck,4.6703235,260,L5,4,2154.562,10,3.73,31,N,31,61,city,8,13.1404794972067
truck,3.1954845,235,L6,4,2267.96,10.8,4.06,33.4,N,31,23,city,6,13.1404794972067
truck,3.7854201,190,L4,4,2041.164,8.7,4.1,33.6,Y,31,61,city,6,13.2143024157303
truck,5.3258075,310,L4,R,2721.552,9.9,3.73,28.5,N,31,61,city,8,13.2143024157303
truck,5.3258075,295,L4,R,2267.96,9.5,3.23,25.7,N,32,61,city,8,13.2143024157303
truck,5.3258075,310,L4,R,2494.756,9.9,3.42,27.2,N,32,61,city,8,13.2143024157303
truck,5.3258075,295,L4,R,2721.552,9.5,3.42,27.2,N,31,38,highway,8,13.2143024157303
car,4.8014203,360,S6,R,1927.766,10.5,2.93,34.4,Y,31,61,city,8,13.2143024157303
truck,3.9492911,261,L5,R,2154.562,9.7,3.13,30,N,31,61,city,6,13.2143024157303
truck,3.9492911,261,L5,4,2154.562,9.7,3.13,30,N,31,61,city,6,13.2143024157303
truck,5.6699366,381,L6,R,2381.358,10.2,4.1,26,N,32,61,city,8,13.2143024157303
truck,3.7854201,190,L4,4,1927.766,8.7,4.1,33.6,Y,31,61,city,6,13.2889594915254
truck,4.7030977,235,L5,R,2381.358,9,3.55,27.1,Y,32,38,highway,8,13.2889594915254
truck,3.7034846,215,L4,R,2267.96,9.2,3.92,31.2,Y,31,61,city,6,13.2889594915254
truck,4.7030977,235,L5,R,2154.562,9,3.55,28.7,Y,32,38,highway,8,13.2889594915254
truck,4.7030977,235,L5,R,2381.358,9,3.55,27.1,Y,32,38,highway,8,13.2889594915254
truck,2.9824522,148,L5,4,1814.368,9.6,4.1,37,Y,1,61,city,6,13.2889594915254
truck,5.3258075,310,L4,4,2381.358,9.9,3.73,28.4,N,32,61,city,8,13.2889594915254
truck,5.3258075,280,L4,R,2267.96,9.9,3.42,28,N,32,61,city,8,13.2889594915254
truck,5.3258075,280,L4,R,2154.562,9.9,3.42,28,N,32,61,city,8,13.2889594915254
truck,3.9492911,261,L5,4,2154.562,9.7,3.13,30,N,31,61,city,6,13.2889594915254
truck,3.4904523,280,S5,4,2154.562,10.3,3.69,35.4,N,31,61,city,6,13.2889594915254
truck,5.6699366,381,L6,R,2381.358,10.2,4.3,27.4,N,31,61,city,8,13.2889594915254
car,3.5068394,210,L4,F,1757.669,9.8,2.86,25.9,N,32,38,city,6,13.3644649431818
car,3.5068394,210,L4,F,1644.271,9.8,2.86,25.9,N,32,38,city,6,13.3644649431818
truck,4.1623234,275,L4,R,2154.562,10.1,3.42,28,N,32,61,city,6,13.3644649431818
truck,3.9492911,266,L5,4,2381.358,9.7,3.36,32.1,N,31,61,city,6,13.3644649431818
truck,5.5552269,313,L5,R,2721.552,9.8,2.94,26.1,N,31,38,highway,8,13.3644649431818
truck,5.6699366,381,L6,R,2494.756,10.2,4.1,26,N,32,61,city,8,13.3644649431818
truck,3.9492911,250,L6,4,2267.96,9.9,2.24,26.8,Y,31,61,city,6,13.4408333142857
truck,4.1950976,202,L4,R,2267.96,9.3,3.31,30.7,Y,31,61,city,6,13.4408333142857
truck,5.407743,300,L4,R,2494.756,9.8,3.55,27,Y,32,38,highway,8,13.4408333142857
truck,3.5723878,255,M5,4,2267.96,10.3,3.23,28.9,N,32,61,city,6,13.4408333142857
truck,4.2934202,195,L4,4,2267.96,9.5,3.73,28.4,N,32,61,city,6,13.4408333142857
truck,5.3258075,310,L4,4,2494.756,9.9,3.73,28.4,N,32,61,city,8,13.4408333142857
truck,3.9492911,261,L5,4,2154.562,9.7,3.36,32.1,N,31,61,city,6,13.4408333142857
truck,3.9492911,261,L5,4,2154.562,9.7,3.36,31.1,N,31,61,city,6,13.4408333142857
truck,5.6699366,381,L6,R,2494.756,10.2,4.3,27.3,N,31,61,city,8,13.4408333142857
truck,3.5887749,280,L6,4,2494.756,12,4.56,38.9,N,1,61,city,6,13.4408333142857
car,6.4892916,631,M6,4,1927.766,11,2.53,25.9,N,1,61,highway,12,13.4408333142857
truck,3.7034846,210,L5,4,2267.96,9.2,3.07,30.2,Y,32,61,city,6,13.5180794827586
truck,4.1950976,202,L4,R,2267.96,9.3,3.31,30.6,Y,32,61,city,6,13.5180794827586
truck,5.3258075,310,L4,R,2721.552,9.9,3.73,28.5,N,31,61,city,8,13.5180794827586
truck,4.2934202,195,L4,4,2267.96,9.5,3.73,28.4,N,31,61,city,6,13.5180794827586
truck,4.8014203,270,L4,4,2381.358,9.5,3.42,26,N,32,61,city,8,13.5180794827586
car,4.8014203,360,M6,R,2041.164,10.5,3.46,39.3,Y,31,61,city,8,13.5180794827586
car,5.4569043,382,L7,R,2154.562,10.7,2.65,24.7,N,31,61,city,8,13.5180794827586
truck,4.6703235,271,L5,R,2381.358,10,3.91,30.2,N,32,61,city,8,13.5180794827586
truck,4.1950976,202,L4,R,2267.96,9.3,3.55,28.7,Y,32,61,city,6,13.5962186705202
truck,4.1950976,202,L4,R,2267.96,9.3,3.55,32.9,Y,32,61,city,6,13.5962186705202
truck,2.9824522,148,L5,4,1814.368,9.6,4.1,37,Y,1,61,city,6,13.5962186705202
truck,4.2934202,195,M5,4,2154.562,9.2,3.73,29.6,N,32,61,city,6,13.5962186705202
truck,4.8014203,270,L4,R,2494.756,9.5,3.23,24.6,N,32,61,city,8,13.5962186705202
truck,5.5552269,305,L5,R,2381.358,9.8,2.94,26.2,N,31,38,highway,8,13.5962186705202
truck,4.6703235,271,L5,R,2381.358,10,4.1,31.8,N,31,61,city,8,13.5962186705202
truck,3.5887749,276,L6,4,2494.756,12,4.56,37.2,N,1,61,city,6,13.5962186705202
truck,3.7854201,190,M6,4,1927.766,8.7,4.1,40.9,Y,31,61,city,6,13.6752664534884
truck,4.7030977,235,L5,4,2267.96,9,3.55,28.3,Y,31,38,highway,8,13.6752664534884
truck,4.7030977,235,L5,4,2267.96,9,3.55,28.3,Y,31,38,highway,8,13.6752664534884
truck,4.1950976,202,L4,R,2267.96,9.3,3.73,30.2,Y,32,61,city,6,13.6752664534884
truck,4.1950976,202,L4,R,2267.96,9.3,3.55,32.8,Y,32,61,city,6,13.6752664534884
car,5.9649044,400,M6,R,1927.766,10,3.73,27.6,N,1,61,city,8,13.6752664534884
truck,5.3258075,295,L4,R,2381.358,9.5,3.23,25.7,N,32,61,city,8,13.6752664534884
truck,5.3258075,310,L4,4,2494.756,9.9,3.73,28.4,N,32,61,city,8,13.6752664534884
truck,3.6543233,245,L4,R,2267.96,10.1,3.73,31.4,N,32,61,city,5,13.6752664534884
car,5.4569043,382,L7,R,2041.164,10.7,2.47,24.7,N,31,61,city,8,13.6752664534884
car,5.4569043,382,L7,4,2267.96,10.7,2.65,24.7,N,1,61,city,8,13.6752664534884
truck,5.5552269,313,L5,R,2721.552,9.8,3.36,29.9,N,31,38,highway,8,13.6752664534884
car,5.1947107,435,L6,4,2154.562,12.5,3.8,35.5,N,31,61,city,10,13.6752664534884
car,4.3917428,500,S6,R,2154.562,9,3.64,31.4,Y,1,61,city,8,13.6752664534884
truck,4.2934202,195,M5,4,2154.562,9.2,3.73,29.6,N,32,61,city,6,13.7552387719298
truck,4.1623234,275,L4,4,2267.96,10.1,3.42,28,N,32,61,city,6,13.7552387719298
truck,5.3258075,295,L4,4,2721.552,9.5,3.42,27.2,N,32,38,highway,8,13.7552387719298
truck,5.9649044,360,L4,R,2381.358,9.7,3.73,28.4,N,32,61,city,8,13.7552387719298
truck,3.9492911,266,L5,4,2381.358,9.7,3.36,32.1,N,31,61,city,6,13.7552387719298
truck,5.5552269,305,L5,R,2494.756,9.8,2.94,26.2,N,31,38,highway,8,13.7552387719298
truck,5.5552269,305,L5,R,2381.358,9.8,3.36,30,N,31,38,highway,8,13.7552387719298
truck,5.5552269,305,L5,R,2494.756,9.8,3.36,30,N,31,38,highway,8,13.7552387719298
truck,4.6703235,271,L5,R,2494.756,10,4.1,34.9,N,31,61,city,8,13.7552387719298
truck,5.6699366,381,L6,R,2721.552,10.2,4.1,26,N,32,61,city,8,13.7552387719298
truck,3.7034846,210,L4,4,2154.562,9.2,3.92,31,Y,31,61,city,6,13.8361519411765
car,5.407743,300,M6,R,1927.766,10,3.31,26.9,Y,1,61,city,8,13.8361519411765
car,5.9649044,400,M6,R,1927.766,10,3.73,27.6,N,1,61,city,8,13.8361519411765
car,5.9649044,400,M6,R,1927.766,10,3.73,27.6,N,32,61,city,8,13.8361519411765
car,4.5720009,320,S6,4,2041.164,10.5,3.23,27.9,N,31,61,city,8,13.8361519411765
truck,5.3258075,310,L4,4,2721.552,9.9,3.73,28.5,N,31,61,city,8,13.8361519411765
truck,5.3258075,295,L4,4,2381.358,9.5,3.42,26,N,32,61,city,8,13.8361519411765
truck,4.8014203,270,L4,4,2494.756,9.5,3.23,25.7,N,32,61,city,8,13.8361519411765
car,5.4569043,382,L7,R,2154.562,10.7,2.65,24.1,N,31,61,city,8,13.8361519411765
truck,5.5552269,305,L5,R,2494.756,9.8,2.94,26.2,N,31,38,highway,8,13.8361519411765
truck,5.5552269,305,L5,4,2494.756,9.8,2.94,26.2,N,31,38,highway,8,13.8361519411765
truck,5.5552269,305,L5,4,2494.756,9.8,3.36,30,N,31,38,highway,8,13.8361519411765
truck,4.6703235,263,L5,4,2381.358,10,3.73,31,N,1,23,city,8,13.8361519411765
truck,5.6699366,381,L6,R,2721.552,10.2,4.3,27.3,N,31,61,city,8,13.8361519411765
truck,5.6699366,381,L6,4,2494.756,10.2,4.1,26,N,32,61,city,8,13.8361519411765
truck,4.7030977,235,L5,4,2494.756,9,3.55,27.1,Y,32,38,highway,8,13.9180226627219
car,2.7366457,200,L4,F,1700.97,9.7,2.69,34.2,Y,1,38,city,6,13.9180226627219
truck,5.407743,300,L4,4,2721.552,9.8,3.55,26.9,Y,32,38,highway,8,13.9180226627219
truck,4.8014203,270,L4,4,2494.756,9.5,3.42,26.1,N,32,61,city,8,13.9180226627219
truck,5.5552269,313,L5,4,2721.552,9.8,2.94,26.1,N,31,38,highway,8,13.9180226627219
truck,5.5552269,305,L5,R,2494.756,9.8,3.36,30,N,31,38,highway,8,13.9180226627219
truck,4.6703235,271,L5,R,2494.756,10,3.91,30.2,N,32,61,city,8,13.9180226627219
truck,4.6703235,271,L5,4,2494.756,10,3.91,30.2,N,32,61,city,8,13.9180226627219
truck,5.6699366,381,L6,4,2494.756,10.2,4.3,27.4,N,31,61,city,8,13.9180226627219
truck,3.7034846,210,L4,4,2267.96,9.2,3.55,29.6,Y,31,61,city,6,14.0008680357143
truck,3.9984524,207,L5,4,1927.766,9.7,3.73,32.4,Y,32,61,city,6,14.0008680357143
truck,3.9984524,207,L5,4,1927.766,9.7,3.73,32.4,Y,32,61,city,6,14.0008680357143
truck,3.9984524,207,L5,4,1927.766,9.7,3.73,32.4,Y,32,61,city,6,14.0008680357143
truck,3.9984524,207,L5,4,1927.766,9.7,3.73,32.4,Y,32,61,city,6,14.0008680357143
truck,4.2934202,195,M5,4,2267.96,9.2,3.73,29.6,N,32,61,city,6,14.0008680357143
truck,5.3258075,295,L4,R,2494.756,9.5,3.42,27.2,N,32,61,city,8,14.0008680357143
truck,5.3258075,310,L4,4,2721.552,9.9,3.73,28.4,N,32,61,city,8,14.0008680357143
truck,4.8014203,270,L4,R,2721.552,9.5,3.23,24.7,N,32,61,city,8,14.0008680357143
car,4.8014203,360,S6,R,1927.766,10.5,2.93,34.4,Y,31,61,city,8,14.0008680357143
car,5.4569043,382,L7,R,2041.164,10.7,2.82,27.9,N,31,61,city,8,14.0008680357143
truck,4.6703235,271,L5,R,2494.756,10,4.1,31.8,N,31,61,city,8,14.0008680357143
truck,4.6703235,271,L5,4,2494.756,10,4.1,31.8,N,31,61,city,8,14.0008680357143
truck,4.7030977,230,L5,4,2267.96,9,3.73,29.9,Y,32,61,city,8,14.0847055688623
truck,4.7030977,230,L5,R,2154.562,9,3.73,29.9,Y,32,61,city,8,14.0847055688623
truck,4.7030977,230,L5,R,2267.96,9,3.73,29.9,Y,32,61,city,8,14.0847055688623
truck,4.7030977,230,L5,R,2154.562,9,3.73,29.9,Y,32,61,city,8,14.0847055688623
truck,4.7030977,230,L5,R,2267.96,9,3.73,29.9,Y,32,61,city,8,14.0847055688623
truck,4.7030977,230,L5,4,2267.96,9,3.73,29.9,Y,32,61,city,8,14.0847055688623
truck,5.407743,300,L4,4,2721.552,9.8,3.73,28.3,Y,31,38,highway,8,14.0847055688623
car,4.5720009,275,L4,F,2381.358,10,3.11,26.1,N,32,61,city,8,14.0847055688623
truck,3.6543233,245,L4,4,2381.358,10.1,4.56,35,N,31,61,city,5,14.0847055688623
truck,4.8014203,350,S6,4,2494.756,10.5,3.91,32.2,Y,31,61,city,8,14.0847055688623
car,5.4569043,382,L5,4,2041.164,10.7,3.07,34.4,N,31,61,city,8,14.0847055688623
truck,3.9492911,266,L5,4,2381.358,9.7,3.36,31.1,N,31,61,city,6,14.0847055688623
truck,5.5552269,313,L5,4,2721.552,9.8,3.36,29.9,N,1,38,highway,8,14.0847055688623
truck,5.5552269,305,L5,4,2494.756,9.8,2.94,26.2,N,31,38,highway,8,14.0847055688623
car,4.3917428,500,S6,R,2154.562,9,3.64,31.4,Y,1,61,city,8,14.0847055688623
truck,4.7030977,235,L5,R,2494.756,9,3.55,27.2,Y,32,38,highway,8,14.1695531927711
truck,3.9984524,210,L5,R,2267.96,9.7,3.73,31.8,Y,32,61,city,6,14.1695531927711
truck,3.9984524,210,L5,R,2267.96,9.7,3.73,31.8,Y,32,61,city,6,14.1695531927711
truck,3.9984524,210,L5,R,2267.96,9.7,3.73,31.8,Y,32,61,city,6,14.1695531927711
truck,4.1950976,202,L4,R,2267.96,9.3,3.73,30.2,Y,1,61,city,6,14.1695531927711
truck,3.9984524,207,L5,4,1927.766,9.7,4.1,35.6,Y,32,61,city,6,14.1695531927711
truck,3.9984524,207,L5,4,1927.766,9.7,4.1,35.6,Y,32,61,city,6,14.1695531927711
truck,3.9984524,207,L5,4,1927.766,9.7,4.1,35.6,Y,32,61,city,6,14.1695531927711
truck,3.9984524,207,L5,4,1927.766,9.7,4.1,35.6,Y,32,61,city,6,14.1695531927711
truck,4.2934202,195,M5,4,2267.96,9.2,3.73,29.6,N,32,61,city,6,14.1695531927711
truck,5.3258075,310,L4,4,2381.358,9.9,3.42,26,N,32,61,city,8,14.1695531927711
truck,5.9649044,360,L4,R,2494.756,9.7,3.73,28.4,N,32,61,city,8,14.1695531927711
car,4.8014203,360,S6,R,2041.164,10.5,3.46,39.3,Y,31,61,city,8,14.1695531927711
